ORDANYO;NUMORD;NUMTAR;CODPDT;FECIMP;HORA;CANTIDAD;DOCSER;DOCNUM;LINEA
2000;000400;01;1299452;29/12/2000;1313;6;00;003978;1
2000;000229;02;3.53X18.64;29/12/2000;1313;1;00;003979;1
2000;000229;02;3.53X25.80;29/12/2000;1314;1;00;003980;1
2000;000229;02;8M5253;29/12/2000;1314;1;00;003981;1
2000;000229;02;8M5248;29/12/2000;1314;2;00;003982;1
2000;000229;02;1331247;29/12/2000;1315;1;00;003983;1
2000;000229;02;1R0739;29/12/2000;1315;1;00;003984;1
2000;000229;02;1R0750;29/12/2000;1315;1;00;003985;1
2000;000229;02;4L9564;29/12/2000;1315;1;00;003986;1
2000;000371;01;4908-113-121;29/12/2000;1315;1;00;003987;1
2000;000400;01;3H5368;29/12/2000;1316;2;00;003988;1
2000;000229;02;9W7204;02/01/2001;0928;1;00;003989;1
2000;000229;02;6N7887;02/01/2001;0931;1;00;003990;1
2000;000229;02;0S1591;02/01/2001;0931;1;00;003991;1
2000;000229;02;0S1571;02/01/2001;0932;4;00;003992;1
2000;000229;02;8M0904;03/01/2001;0932;1;00;003993;1
2000;000229;02;9M4849;04/01/2001;0932;1;00;003994;1
2000;000229;02;7X7612;04/01/2001;0933;27;00;003995;1
2000;000229;02;5S6051;04/01/2001;0933;2;00;003996;1
2000;000229;02;2W4561;04/01/2001;0934;1;00;003997;1
2001;000002;01;4905-6202;03/01/2001;0937;8;00;003998;1
2001;000002;01;4201-6-100;05/01/2001;0938;1;00;003999;1
2001;000002;01;1871-6;03/01/2001;0938;1;00;004000;1
2000;000387;02;4202-12-175X30;04/01/2001;0939;2;00;004001;1
2000;000387;02;4201-12-175;04/01/2001;0939;2;00;004002;1
2001;000002;01;4905-6204;04/01/2001;0940;2;00;004003;1
2001;000002;01;4905-6004;04/01/2001;0940;4;00;004004;1
2000;000387;02;3.53X36.09;04/01/2001;0940;1;00;004005;1
2000;000387;02;7X7612;04/01/2001;0941;5;00;004006;1
2000;000229;02;1290357;04/01/2001;0941;1;00;004007;1
2000;000229;02;8S1965;04/01/2001;0941;1;00;004008;1
2001;000002;01;4202-6-100X25;05/01/2001;0942;1;00;004009;1
2001;000002;01;4201-6-100;05/01/2001;0943;6;00;004010;1
2000;000387;02;3.53X45.36;05/01/2001;0944;2;00;004011;1
2001;000002;01;4905-6004;05/01/2001;0944;2;00;004012;1
2000;000383;01;4901-REP/M/01;11/12/2000;1553;1;00;004013;1
2001;000005;01;4901-LLV/007;05/01/2001;1613;1;00;004014;1
2001;000005;01;4901-RLX/216;05/01/2001;1613;1;00;004015;1
2001;000005;01;4901-T;05/01/2001;1614;8;00;004016;1
2000;000394;01;4909-33;22/12/2000;1630;1;00;004017;1
2000;000394;01;4909-34;22/12/2000;1631;2;00;004018;1
2000;000394;01;4909-35;22/12/2000;1631;4;00;004019;1
2000;000229;02;5M2894;08/01/2001;0849;9;00;004020;1
2000;000229;02;0S1571;08/01/2001;0849;4;00;004021;1
2001;000003;01;1852-135;08/01/2001;0850;1;00;004022;1
2001;000003;01;4901-CRR;08/01/2001;0850;3;00;004023;1
2001;000004;01;1852-136;08/01/2001;0850;1;00;004024;1
2001;000004;01;4901-CRR;08/01/2001;0851;25;00;004025;1
2001;000004;01;4202-8-100X25;08/01/2001;0851;2;00;004026;1
2001;000004;01;4201-8-100;08/01/2001;0851;2;00;004027;1
2001;000004;01;1871-8;08/01/2001;0852;2;00;004028;1
2001;000004;01;1872-8;08/01/2001;0852;2;00;004029;1
2000;000229;02;3G9726;08/01/2001;0852;5;00;004030;1
2000;000229;02;3G9724;08/01/2001;0853;4;00;004031;1
2000;000229;02;3G9725;08/01/2001;0854;4;00;004032;1
2000;000229;02;8T4907;08/01/2001;0854;2;00;004033;1
2000;000229;02;0R1722;08/01/2001;0854;1;00;004034;1
2000;000229;02;0R2074;08/01/2001;0855;1;00;004035;1
2000;000229;02;1U3998;08/01/2001;0855;2;00;004036;1
2000;000229;02;3G2673;08/01/2001;0855;2;00;004037;1
2000;000229;02;6F4718;08/01/2001;0855;4;00;004038;1
2000;000229;02;1H9696;08/01/2001;0856;4;00;004039;1
2000;000229;02;3G9725;08/01/2001;0858;4;00;004040;1
2000;000229;02;3G9724;08/01/2001;0858;4;00;004041;1
2000;000229;02;8T4907;08/01/2001;0901;2;00;004042;1
2000;000229;02;3G9726;08/01/2001;0901;3;00;004043;1
2000;000229;02;8N9889;08/01/2001;0902;1;00;004044;1
2000;000281;01;1214042;08/01/2001;0906;25;00;004045;1
2000;000400;02;5029-1;05/01/2001;0748;1;00;004046;1
2000;000406;01;4202-8-125X60;12/12/2000;1338;4;00;004047;1
2000;000388;01;4901-DIODO;19/12/2000;1652;3;00;004048;1
2000;000388;01;4901-BAT/180TD;19/12/2000;1652;1;00;004049;1
2000;000371;01;4901-BAT/180TD;27/12/2000;1741;1;00;004050;1
2000;000407;01;8C3100;29/12/2000;0837;1;00;004052;1
2000;000407;01;4S5898;29/12/2000;0838;1;00;004053;1
2000;000407;01;5H5672;29/12/2000;0839;1;00;004054;1
2000;000407;01;5L5032;29/12/2000;0839;1;00;004055;1
2000;000407;01;0S1591;29/12/2000;0839;1;00;004056;1
2000;000407;01;9M6527;29/12/2000;0840;1;00;004057;1
2000;000407;01;1313815;29/12/2000;0840;1;00;004058;1
2000;000407;01;1012749;29/12/2000;0840;1;00;004059;1
2000;000407;01;4905-6206;29/12/2000;0841;1;00;004060;1
2000;000407;01;4905-6306;29/12/2000;0841;1;00;004061;1
2000;000407;01;1090077;29/12/2000;0841;1;00;004062;1
2000;000407;01;8T3374;29/12/2000;0842;1;00;004063;1
2000;000407;01;8C3463;29/12/2000;0842;1;00;004064;1
2000;000407;01;9Y3317;29/12/2000;0842;10;00;004065;1
2000;000407;01;1606386;29/12/2000;0843;10;00;004066;1
2000;000395;02;9C2976;09/01/2001;0806;1;00;004067;1
2000;000395;02;9W7211;09/01/2001;0806;1;00;004068;1
2000;000395;02;9X3976;09/01/2001;0806;1;00;004069;1
2000;000407;01;1090077;29/12/2000;0843;1;00;004070;1
2000;000395;02;9X3970;09/01/2001;0807;1;00;004071;1
2000;000229;02;76058;09/01/2001;0807;4;00;004072;1
2000;000229;02;5P8245;09/01/2001;0822;2;00;004073;1
2000;000371;01;1606387;29/12/2000;0859;10;00;004074;1
2000;000229;02;5M2894;09/01/2001;0823;2;00;004075;1
2001;000007;01;4905-30205;09/01/2001;0823;2;00;004076;1
2001;000007;01;4905-30203;09/01/2001;0828;2;00;004077;1
2001;000007;01;1901-50X65X7X6;09/01/2001;0828;2;00;004078;1
2000;000395;02;3.53X177.39;09/01/2001;0829;1;00;004079;1
2000;000229;02;2.62X29.82;10/01/2001;0830;2;00;004080;1
2000;000229;02;1P3705;10/01/2001;0831;4;00;004081;1
2000;000395;02;3K0453;10/01/2001;0831;1;00;004082;1
2000;000395;02;LIQUIDO FRENOS;10/01/2001;0831;3;00;004083;1
2000;000229;02;1P3705;10/01/2001;0832;1;00;004084;1
2000;000229;02;3K0360;11/01/2001;0832;4;00;004085;1
2000;000229;02;3J1907;11/01/2001;0833;4;00;004086;1
2000;000229;02;3D2824;11/01/2001;0833;2;00;004087;1
2000;000229;02;4F8824;11/01/2001;0833;2;00;004088;1
2000;000229;02;3F5792;11/01/2001;0833;1;00;004089;1
2000;000229;02;4H6520;11/01/2001;0834;2;00;004090;1
2000;000229;02;5H7153;11/01/2001;0834;2;00;004091;1
2001;000008;01;5029-3.25;11/01/2001;0834;55;00;004092;1
2000;000229;02;1S4295;11/01/2001;0835;1;00;004093;1
2000;000229;02;0S1594;11/01/2001;0835;3;00;004094;1
2000;000229;02;1P3705;11/01/2001;0835;1;00;004095;1
2000;000229;02;5S6735;11/01/2001;0835;2;00;004096;1
2000;000229;02;1S4974;11/01/2001;0836;1;00;004097;1
2001;000012;02;4905-6204;11/01/2001;0836;1;00;004098;1
2001;000012;02;4905-3205;11/01/2001;0836;1;00;004099;1
2000;000229;02;8T4907;11/01/2001;0837;0,8;00;004100;1
2001;000015;01;1852-137;13/01/2001;1138;1;00;004101;1
2001;000012;02;4201-12-175;12/01/2001;1142;6;00;004102;1
2001;000012;02;4202-12-175X50;12/01/2001;1142;1;00;004103;1
2000;000393;02;6T9454;12/01/2001;1143;1;00;004104;1
2000;000393;02;6V8101;12/01/2001;1143;1;00;004105;1
2000;000393;02;6T9489;12/01/2001;1144;1;00;004106;1
2000;000393;02;8C0627;12/01/2001;1144;1;00;004107;1
2000;000393;02;8C5213;12/01/2001;1144;1;00;004108;1
2000;000393;02;6T0821;12/01/2001;1144;2;00;004109;1
2000;000393;02;1194740;12/01/2001;1145;1;00;004110;1
2000;000393;02;8E8832;12/01/2001;1145;14;00;004111;1
2000;000393;02;1062054;12/01/2001;1145;1;00;004112;1
2000;000393;02;7T4515;12/01/2001;1145;1;00;004113;1
2000;000393;02;3K1432;12/01/2001;1146;1;00;004114;1
2000;000393;02;6V6640;12/01/2001;1146;1;00;004115;1
2000;000393;02;8C5212;12/01/2001;1146;1;00;004116;1
2000;000393;02;8C5214;12/01/2001;1146;1;00;004117;1
2000;000393;02;7H0538;12/01/2001;1147;1;00;004118;1
2000;000393;02;6T0822;12/01/2001;1147;2;00;004119;1
2000;000393;02;6V8102;12/01/2001;1147;1;00;004120;1
2000;000393;02;6T9489;12/01/2001;1147;1;00;004121;1
2000;000393;02;9W2941;12/01/2001;1148;1;00;004122;1
2000;000393;02;8C0627;12/01/2001;1148;1;00;004123;1
2000;000393;02;8C0626;12/01/2001;1148;2;00;004124;1
2001;000011;01;4202-12-175X30;12/01/2001;1148;4;00;004125;1
2001;000011;01;4201-12-175;12/01/2001;1149;4;00;004126;1
2000;000229;02;3F5792;12/01/2001;1149;1;00;004127;1
2001;000014;01;4909-60X30;12/01/2001;1150;17;00;004128;1
2001;000012;02;4900-3X30;15/01/2001;1152;4;00;004129;1
2001;000012;02;4201-10-150;15/01/2001;1152;6;00;004130;1
2001;000012;02;4202-10-150X30;15/01/2001;1153;6;00;004131;1
2001;000012;02;1871-10;15/01/2001;1153;12;00;004132;1
2001;000012;02;1872-10;15/01/2001;1153;6;00;004133;1
2000;000229;02;6E2802;15/01/2001;1154;1;00;004134;1
2000;000229;02;3G1845;15/01/2001;1154;1;00;004135;1
2000;000229;02;3G8973;15/01/2001;1155;1;00;004136;1
2000;000229;02;5H2767;15/01/2001;1155;1;00;004137;1
2000;000229;02;6F5559;15/01/2001;1155;1;00;004138;1
2000;000229;02;4F8946;15/01/2001;1155;1;00;004139;1
2000;000229;02;1H9696;15/01/2001;1155;1;00;004140;1
2000;000229;02;5H6005;15/01/2001;1156;10;00;004141;1
2000;000229;02;1P3704;15/01/2001;1156;4;00;004142;1
2000;000229;02;2M9780;15/01/2001;1156;2;00;004143;1
2000;000229;02;5P3863;15/01/2001;1156;1;00;004144;1
2000;000229;02;6F6673;15/01/2001;1209;4;00;004145;1
2000;000229;02;5P4268;15/01/2001;1209;2;00;004146;1
2000;000229;02;3G8446;15/01/2001;1209;1;00;004147;1
2000;000229;02;2J6274;15/01/2001;1211;2;00;004148;1
2000;000229;02;6V0913;15/01/2001;1224;2;00;004149;1
2000;000229;02;8F6711;15/01/2001;1224;1;00;004150;1
2000;000229;02;6F4855;15/01/2001;1224;2;00;004151;1
2000;000229;02;8F3469;15/01/2001;1225;1;00;004152;1
2000;000229;02;8F6230;15/01/2001;1225;1;00;004153;1
2000;000229;02;7F8267;15/01/2001;1225;1;00;004154;1
2000;000229;02;7F8268;15/01/2001;1225;2;00;004155;1
2000;000229;02;5P8210;15/01/2001;1226;3;00;004156;1
2000;000229;02;6J1038;15/01/2001;1226;4;00;004157;1
2000;000229;02;3G5233;15/01/2001;1226;4;00;004158;1
2000;000229;02;4F7391;15/01/2001;1226;3;00;004159;1
2000;000229;02;3H1461;15/01/2001;1226;2;00;004160;1
2000;000229;02;336042;15/01/2001;1227;4;00;004161;1
2000;000229;02;6J0793;15/01/2001;1228;2;00;004162;1
2000;000229;02;1H7339;15/01/2001;1228;2;00;004163;1
2000;000229;02;9J8116;15/01/2001;1228;2;00;004164;1
2000;000229;02;3J1907;15/01/2001;1228;2;00;004165;1
2000;000229;02;5P3620;15/01/2001;1228;1;00;004166;1
2000;000229;02;8T9502;15/01/2001;1229;10;00;004167;1
2000;000229;02;8M4390;15/01/2001;1229;1;00;004168;1
2000;000229;02;3P1155;15/01/2001;1229;4;00;004169;1
2000;000229;02;9T0118;15/01/2001;1229;4;00;004170;1
2000;000229;02;6V6640;15/01/2001;1229;1;00;004171;1
2000;000229;02;1R0741;15/01/2001;1230;1;00;004172;1
2000;000229;02;3.53X63.09;15/01/2001;1230;2;00;004173;1
2001;000011;01;2000X1000X3;12/01/2001;1246;0,7;00;004174;1
2001;000014;01;5029-3.25;12/01/2001;1254;35;00;004175;1
2001;000011;01;5029-2,5;12/01/2001;1254;20;00;004176;1
2000;000229;02;9N0111;11/01/2001;1303;1;00;004177;1
2001;000012;02;4202-12-175X50;12/01/2001;1437;5;00;004178;1
2001;000012;02;35410-49152;12/01/2001;1438;5;00;004179;1
2001;000012;02;4201-16-150;12/01/2001;1438;5;00;004180;1
2000;000001;06;4901-TRANSIT;12/01/2001;1504;1;00;004181;1
2001;000016;01;7K0548;15/01/2001;0836;1;00;004182;1
2000;000229;02;1P3705;15/01/2001;0836;2;00;004183;1
2000;000229;02;3J1907;15/01/2001;0836;2;00;004184;1
2000;000229;02;1.78X9.25;15/01/2001;0837;2;00;004185;1
2000;000229;02;3K0360;15/01/2001;0838;1;00;004186;1
2001;000016;01;LIQUIDO FRENOS;15/01/2001;0838;1;00;004187;1
2001;000012;01;W-910-3;15/01/2001;0954;1;00;004188;1
2001;000012;01;P-78;15/01/2001;0954;1;00;004189;1
2000;000229;02;7F8268;16/01/2001;1049;-1;00;004190;1
2000;000229;02;5P8210;16/01/2001;1050;-3;00;004191;1
2000;000229;02;6V0913;16/01/2001;1103;-2;00;004192;1
2000;000229;02;6J1038;16/01/2001;1103;-2;00;004193;1
2000;000229;02;3G5233;16/01/2001;1104;-2;00;004194;1
2000;000229;02;8T9502;16/01/2001;1821;-4;00;004195;1
2000;000405;02;1T0210;16/01/2001;0957;1;00;004197;1
2000;000229;02;5K5959;16/01/2001;0958;1;00;004198;1
2000;000229;02;1H1023;16/01/2001;0959;1;00;004199;1
2000;000229;02;6F8146;16/01/2001;0959;1;00;004200;1
2000;000229;02;3J1907;16/01/2001;0959;1;00;004201;1
2000;000229;02;3G5233;16/01/2001;1000;2;00;004202;1
2000;000229;02;6J1038;16/01/2001;1000;2;00;004203;1
2000;000229;02;3J1907;16/01/2001;1002;1;00;004204;1
2000;000393;02;7T4515;16/01/2001;1003;1;00;004205;1
2000;000405;02;2M3818;16/01/2001;1003;1;00;004206;1
2000;000393;02;2X8;16/01/2001;1003;1;00;004207;1
2000;000393;02;2.5X11;16/01/2001;1003;2;00;004208;1
2000;000405;02;2M3818;17/01/2001;1004;1;00;004209;1
2000;000405;02;5H3252;17/01/2001;1005;3;00;004210;1
2000;000405;02;8M5248;17/01/2001;1005;1;00;004211;1
2000;000405;02;3.53X101.19;17/01/2001;1005;1;00;004212;1
2000;000275;02;4J0520;17/01/2001;1005;4;00;004213;1
2000;000275;02;2.62X11.91;17/01/2001;1006;1;00;004214;1
2000;000405;02;8M4443;17/01/2001;1050;2;00;004215;1
2000;000275;02;2X9-V;17/01/2001;1050;3;00;004216;1
2000;000405;02;1R0719;17/01/2001;1053;1;00;004217;1
2000;000405;02;9M9729;17/01/2001;1053;1;00;004218;1
2000;000405;02;3.53X40.87;19/01/2001;1053;1;00;004219;1
2000;000405;02;4H2719;17/01/2001;1055;1;00;004220;1
2000;000275;02;2.5X11;17/01/2001;1055;2;00;004221;1
2000;000275;02;2.5X12;17/01/2001;1055;2;00;004222;1
2000;000275;02;2X5;17/01/2001;1056;4;00;004223;1
2000;000275;02;4J0520;17/01/2001;1056;3;00;004224;1
2000;000275;02;2.62X37.77;17/01/2001;1056;2;00;004225;1
2000;000275;02;3.53X31.34;17/01/2001;1057;3;00;004226;1
2000;000275;02;3.53X32.92;17/01/2001;1057;1;00;004227;1
2000;000275;02;1.78X26.70;17/01/2001;1058;2;00;004228;1
2000;000275;02;697-16-16;17/01/2001;1058;2;00;004229;1
2000;000275;02;3.53X36.09;17/01/2001;1058;2;00;004230;1
2000;000405;02;1P8116;17/01/2001;1059;4;00;004231;1
2000;000405;02;2.62X29.82;17/01/2001;1059;5;00;004232;1
2000;000393;02;6T9491;17/01/2001;1101;1;00;004233;1
2000;000393;02;7X4802;17/01/2001;1101;1;00;004234;1
2000;000393;02;6T9488;17/01/2001;1101;1;00;004235;1
2000;000393;02;7X4747;17/01/2001;1102;1;00;004236;1
2000;000393;02;7X4746;17/01/2001;1102;1;00;004237;1
2000;000405;02;3B4506;18/01/2001;1102;6;00;004238;1
2000;000393;02;7D8349;18/01/2001;1102;1;00;004239;1
2000;000393;02;7D8348;18/01/2001;1103;1;00;004240;1
2000;000393;02;6V8407;18/01/2001;1103;1;00;004241;1
2000;000405;02;2.62X23.47;18/01/2001;1103;1;00;004242;1
2001;000026;01;5029-3.25;19/01/2001;0812;30;00;004243;1
2001;000022;01;5029-3.25;19/01/2001;0813;30;00;004244;1
2001;000006;01;4902-10;22/01/2001;1044;1;00;004245;1
2000;000393;02;7H0538;22/01/2001;1740;-1;00;004246;1
2000;000393;02;908167;19/01/2001;0906;2;00;004247;1
2000;000393;02;1T0433;19/01/2001;0906;2;00;004248;1
2000;000393;02;7D8348;19/01/2001;0906;1;00;004249;1
2000;000393;02;7D8349;19/01/2001;0906;1;00;004250;1
2000;000393;02;1T0434;19/01/2001;0907;2;00;004251;1
2000;000393;02;5P3132;19/01/2001;0907;4;00;004252;1
2000;000393;02;6V8407;19/01/2001;0907;1;00;004253;1
2000;000393;02;6V8406;19/01/2001;0907;2;00;004254;1
2000;000393;02;908750;19/01/2001;0908;2;00;004255;1
2001;000024;02;85573N;19/01/2001;0908;1;00;004256;1
2001;000024;02;87753;19/01/2001;0908;1;00;004257;1
2000;000229;02;1287957;19/01/2001;0909;1;00;004258;1
2000;000229;02;1287958;19/01/2001;0909;1;00;004259;1
2001;000021;02;1R0719;22/01/2001;0911;1;00;004260;1
2001;000021;02;3.53X98.02;22/01/2001;0911;1;00;004261;1
2001;000021;02;3.53X110.72;22/01/2001;0911;1;00;004262;1
2001;000021;02;3.53X69.44;22/01/2001;0911;1;00;004263;1
2001;000021;02;3.53X65.09;22/01/2001;0912;1;00;004264;1
2000;000393;02;1.78X15.60;22/01/2001;0912;1;00;004265;1
2000;000393;02;1.78X12.42;22/01/2001;0913;1;00;004266;1
2001;000025;01;8U6424;22/01/2001;0913;1;00;004267;1
2001;000021;02;3.53X57.15;22/01/2001;0913;1;00;004268;1
2001;000021;02;3.53X44.04;22/01/2001;0914;1;00;004269;1
2001;000021;02;3.53X107.54;22/01/2001;0914;1;00;004270;1
2001;000021;02;3.53X98.02;22/01/2001;0915;1;00;004271;1
2001;000021;02;3.53X126.59;22/01/2001;0915;1;00;004272;1
2001;000021;02;9J7814;22/01/2001;0915;1;00;004273;1
2001;000021;02;3G9194;22/01/2001;0915;1;00;004274;1
2001;000017;01;4909-36;16/01/2001;1509;2;00;004275;1
2001;000017;01;4900-S;16/01/2001;1509;1;00;004276;1
2001;000021;02;7N0128;23/01/2001;0744;1;00;004277;1
2001;000021;02;4J0520;23/01/2001;0806;1;00;004278;1
2000;000275;02;697-4-4;23/01/2001;0806;2;00;004279;1
2001;000021;02;1P3704;23/01/2001;0806;1;00;004280;1
2001;000021;02;3.53X85.32;23/01/2001;0806;1;00;004281;1
2001;000021;02;3.53X31.34;23/01/2001;0807;1;00;004282;1
2000;000275;02;697-4-4;23/01/2001;0807;5;00;004283;1
2000;000393;02;1.78X9.75;23/01/2001;0807;4;00;004284;1
2000;000275;02;1.78X23.52;23/01/2001;0807;2;00;004285;1
2001;000021;02;2M4108;23/01/2001;0808;2;00;004286;1
2001;000021;02;4J0520;23/01/2001;0808;1;00;004287;1
2001;000021;02;3.53X32.92;23/01/2001;0808;2;00;004288;1
2001;000021;02;2.62X29.82;23/01/2001;0808;1;00;004289;1
2001;000021;02;7X7612;23/01/2001;0809;45;00;004290;1
2001;000031;01;5S8055;23/01/2001;0809;1;00;004291;1
2001;000031;01;7F7590;23/01/2001;0811;1;00;004292;1
2001;000031;01;9M4849;23/01/2001;0811;2;00;004293;1
2001;000031;01;2M5407;23/01/2001;0812;1;00;004294;1
2001;000031;01;8M4432;23/01/2001;0812;2;00;004295;1
2001;000031;01;5S6051;23/01/2001;0813;1;00;004296;1
2000;000393;02;6V8406;23/01/2001;0813;2;00;004297;1
2001;000021;02;597-14-14;23/01/2001;0814;1;00;004298;1
2001;000031;01;6F4868;23/01/2001;0814;1;00;004299;1
2001;000031;01;8H9520;23/01/2001;0814;1;00;004300;1
2001;000031;01;8N5928;23/01/2001;0816;1;00;004301;1
2001;000031;01;4W3864;23/01/2001;0816;1;00;004302;1
2001;000031;01;7N0200;23/01/2001;0816;1;00;004303;1
2001;000031;01;2P6132;23/01/2001;0817;1;00;004304;1
2001;000031;01;5F3106;23/01/2001;0817;1;00;004305;1
2001;000031;01;1.78X31.47;23/01/2001;0817;1;00;004306;1
2000;000275;02;2.62X42.52;23/01/2001;0818;1;00;004307;1
2000;000275;02;2.62X94.92;23/01/2001;0822;1;00;004308;1
2000;000393;02;7W2176;23/01/2001;0822;2;00;004309;1
2001;000031;01;3B1915;23/01/2001;0822;1;00;004310;1
2000;000393;02;3.53X37.69;23/01/2001;0823;1;00;004311;1
2000;000275;02;2.62X41.40;23/01/2001;0823;1;00;004312;1
2000;000275;02;2.62X88.57;23/01/2001;0824;1;00;004313;1
2001;000031;01;5P1260;23/01/2001;0824;7;00;004314;1
2001;000031;01;1R0739;23/01/2001;0825;1;00;004315;1
2000;000393;02;2.62X26.64;24/01/2001;0825;1;00;004316;1
2001;000031;01;3E9838;24/01/2001;0827;25;00;004317;1
2000;000393;02;LIQUIDO FRENOS;24/01/2001;0827;1;00;004318;1
2000;000393;02;1852-138;24/01/2001;0828;1;00;004319;1
2000;000393;02;2230-16;24/01/2001;0834;0,6;00;004320;1
2000;000393;02;1.78X15.60;24/01/2001;0835;1;00;004321;1
2000;000393;02;1.78X10.82;24/01/2001;0836;2;00;004322;1
2000;000275;02;2.62X20.29;24/01/2001;0836;1;00;004323;1
2000;000229;02;1P3704;24/01/2001;0855;4;00;004324;1
2000;000229;02;1P3705;24/01/2001;0856;4;00;004325;1
2000;000229;02;5P8247;24/01/2001;0856;1;00;004326;1
2000;000229;02;1852-139;24/01/2001;0900;1;00;004327;1
2001;000032;01;3.53X32.92;24/01/2001;0900;1;00;004328;1
2001;000032;01;3.53X69.44;24/01/2001;0900;2;00;004329;1
2001;000032;01;427.625;24/01/2001;0923;1;00;004330;1
2001;000032;01;305.263;24/01/2001;0923;1;00;004331;1
2001;000032;01;494.203;24/01/2001;0924;1;00;004332;1
2000;000275;02;2.62X31.42;24/01/2001;0924;1;00;004333;1
2000;000275;02;1.78X9.75;24/01/2001;0924;3;00;004334;1
2001;000023;02;3.53X31.34;24/01/2001;0925;1;00;004335;1
2000;000275;02;1.78X4.47;24/01/2001;0925;2;00;004336;1
2001;000001;01;3E9838;25/01/2001;0750;4;00;004337;1
2000;000229;02;8G1609;25/01/2001;0751;1;00;004338;1
2000;000229;02;1871-18;25/01/2001;0752;1;00;004339;1
2001;000023;02;3P3461;25/01/2001;0752;1;00;004340;1
2001;000023;02;5M7329;25/01/2001;0753;1;00;004341;1
2000;000229;02;7N0944;25/01/2001;0811;1;00;004342;1
2000;000229;02;1118010;25/01/2001;0812;1;00;004343;1
2001;000034;01;4904-711;25/01/2001;0812;1;00;004344;1
2001;000034;01;5.33X29.51;25/01/2001;0812;1;00;004345;1
2000;000229;02;5P1262;25/01/2001;0813;13;00;004346;1
2001;000034;01;65000;25/01/2001;0813;2;00;004347;1
2001;000034;01;2X6;25/01/2001;0838;1;00;004348;1
2001;000020;02;5P8768;25/01/2001;0839;1;00;004350;1
2000;000229;02;5M2894;25/01/2001;0840;6;00;004351;1
2000;000229;02;1871-10;25/01/2001;0840;1;00;004352;1
2000;000229;02;4900-3X30;25/01/2001;0840;1;00;004353;1
2000;000229;02;1P3706;25/01/2001;0841;1;00;004354;1
2000;000229;02;0S1588;25/01/2001;0841;1;00;004355;1
2000;000229;02;3K0360;26/01/2001;0900;2;00;004356;1
2000;000229;02;7J9933;26/01/2001;0900;1;00;004357;1
2000;000229;02;0S1585;26/01/2001;0901;2;00;004358;1
2000;000229;02;5P8245;26/01/2001;0902;2;00;004359;1
2000;000229;03;1052508;26/01/2001;0902;1;00;004360;1
2001;000020;02;1105800;26/01/2001;0903;4;00;004361;1
2001;000020;02;9S3068;26/01/2001;0903;4;00;004362;1
2001;000031;02;7X2726;26/01/2001;0903;1;00;004363;1
2001;000031;02;4T9248;26/01/2001;0914;2;00;004364;1
2001;000031;02;8C5215;26/01/2001;0914;2;00;004365;1
2001;000031;02;8T1714;26/01/2001;0915;2;00;004366;1
2001;000031;02;5H6734;26/01/2001;0915;2;00;004367;1
2001;000031;02;8C5218;26/01/2001;0915;2;00;004368;1
2001;000031;02;5J8300;26/01/2001;0915;2;00;004369;1
2001;000031;02;8C9126;26/01/2001;0916;2;00;004370;1
2001;000031;02;2J3961;26/01/2001;0916;1;00;004371;1
2000;000275;02;1901-120X140X13;26/01/2001;0916;1;00;004372;1
2000;000275;02;1901-55X75X7;26/01/2001;0917;1;00;004373;1
2000;000275;02;1901-50X72X7;29/01/2001;0917;1;00;004374;1
2000;000275;02;3X106;26/01/2001;0917;2;00;004375;1
2000;000275;02;1901-25X47X6;26/01/2001;0918;1;00;004376;1
2000;000275;02;1901-35X52X6;26/01/2001;0918;1;00;004377;1
2000;000275;02;3X160;26/01/2001;0919;2;00;004378;1
2001;000020;02;5P8768;29/01/2001;0958;3;00;004379;1
2000;000229;02;2H6338;29/01/2001;0959;1;00;004380;1
2001;000031;02;5J5731;29/01/2001;0959;1;00;004381;1
2001;000020;02;4900-RC;29/01/2001;0959;1;00;004382;1
2001;000020;02;4900-51;29/01/2001;0959;1;00;004383;1
2000;000229;02;1061-63X76;29/01/2001;1000;1,76;00;004384;1
2001;000031;02;5.33X110.49;29/01/2001;1000;1;00;004385;1
2001;000031;02;1P3703;29/01/2001;1000;2;00;004386;1
2001;000020;02;8S1963;29/01/2001;1001;1;00;004387;1
2001;000020;02;5S6045;29/01/2001;1001;1;00;004388;1
2001;000020;02;6V2246;29/01/2001;1001;1;00;004389;1
2001;000020;02;0S1619;29/01/2001;1001;1;00;004390;1
2001;000020;02;0S1585;29/01/2001;1001;1;00;004391;1
2001;000038;02;2.62X7.59;30/01/2001;0743;5;00;004392;1
2001;000038;02;6F4855;30/01/2001;0744;8;00;004393;1
2001;000038;02;3D2992;30/01/2001;0744;2;00;004394;1
2001;000038;02;3J1907;30/01/2001;0745;4;00;004395;1
2001;000038;02;2.62X37.77;30/01/2001;0745;2;00;004396;1
2001;000039;01;1A8537;30/01/2001;0745;1;00;004397;1
2001;000039;01;4K0367;30/01/2001;0746;2;00;004398;1
2001;000039;01;5P8247;30/01/2001;0746;1;00;004399;1
2001;000039;01;1871-8;30/01/2001;0746;2;00;004400;1
2001;000039;01;1872-8;30/01/2001;0746;2;00;004401;1
2001;000039;01;4202-8-125X30;30/01/2001;0747;2;00;004402;1
2001;000039;01;4201-8-125;30/01/2001;0747;4;00;004403;1
2001;000020;02;9M4849;30/01/2001;0748;1;00;004404;1
2001;000020;02;2P8746;30/01/2001;0748;1;00;004405;1
