NUMTAR;CODALM;CODPDT;DESPDT;DOCFEC;DOCSER;DOCNUM;CANFACT;CANREAL;DTOMAT;CODMOD;PORIMP;PORREC;PVP;LINMATE;MARCA
01;01;340.661;JUNTAS SIMETRICAS;23/04/2009;91;000356;1;1;20;01;16;4;15,92;00005;N
01;01;359.239;JUNTA PISTON 50 X 34 X 18.4 X 6.35;23/04/2009;91;000356;1;1;20;01;16;4;24,4;00010;N
01;01;4903-065;CONST. LATIGUILLO 3/4" 2RAT;23/04/2009;91;000357;1;1;15;01;16;4;56,18;00005;N
01;01;4929-4025270;RETEN;23/04/2009;93;000066;1;1;10;01;16;4;28,31;00005;N
01;01;4738-RS3508;FILTRO AIRE 1º            6I0273;23/04/2009;93;000067;2;2;0;01;16;4;42,55;00005;N
01;01;4738-RS3506;FILTRO AIRE 1º            6I2503;23/04/2009;93;000067;2;2;0;01;16;4;38,04;00010;N
01;01;4738-RS3509;FILTRO AIRE 2º            6I0274;23/04/2009;93;000067;2;2;0;01;16;4;30,24;00015;N
01;01;4738-RS3504;FILTRO AIRE 1º            6I2501;23/04/2009;93;000067;1;1;0;01;16;4;23,95;00020;N
01;01;4738-RS3505;FILTRO AIRE 2º            6I2502;23/04/2009;93;000067;2;2;0;01;16;4;21,31;00025;N
01;01;3511-08;MANGUERA R2AT 1/2;23/04/2009;91;000358;0,39;0,39;15;01;16;4;10,1;00005;N
01;01;3300-08;CASQUILLO R1AT 1/2;23/04/2009;91;000358;2;2;15;01;16;4;1,34;00010;N
01;01;12510-08-08;ESPIGA RECTA JIC 1/2;23/04/2009;91;000358;1;1;15;01;16;4;4,52;00015;N
01;01;697-8-8;ARANDELA METAL GOMA 1/2;23/04/2009;91;000358;1;1;15;01;16;4;1;00020;N
01;01;1852-3640;CONS. LATIGUILLO EN GARNATIA;23/04/2009;91;000359;2;2;15;01;16;4;0,01;00005;N
01;01;C62901024501;ACEITE COMPRESOR ATLAS COPCO;23/04/2009;91;000359;2;2;15;01;16;4;74,69;00010;N
01;01;4906-WAIRSO;BIDON 1 LITRO ACEITE NEUMATICO;23/04/2009;91;000359;2;2;15;01;16;4;18,37;00015;N
01;01;697-8-8;ARANDELA METAL GOMA 1/2;23/04/2009;91;000360;2;2;15;01;16;4;0,28;00005;N
01;01;697-6-6;ARANDELA METAL GOMA 3/8;23/04/2009;91;000360;2;2;15;01;16;4;0,28;00010;N
01;01;09FDM10-3/8;INSTANTANEO MICRO RECTO;23/04/2009;91;000361;4;4;0;01;16;4;3,33;00005;N
01;01;1063-38X50;MANGUERA ACEITE HYDRO´K;23/04/2009;91;000362;1,9;1,9;20;01;16;4;20,78;00005;N
01;01;1063-50X64;MANGUERA ACEITE HYDRO´K;23/04/2009;91;000362;2;2;20;01;16;4;29,3;00010;N
01;01;PB-801;TORNILLO CUCHILLA 1.1/4-UNC X 4";24/04/2009;91;000363;12;12;0;01;16;4;6,05;00005;N
01;01;1099230;CUCHILLA;24/04/2009;91;000363;2;2;0;01;16;4;403,84;00010;N
01;01;1004043;CANTONERA;24/04/2009;91;000363;2;2;0;01;16;4;175,88;00015;N
01;01;4903-630;BATERIA 180 +D;24/04/2009;91;000364;2;2;20;01;16;4;164,06;00005;N
01;01;4250-16;MANGUERA R12 1";24/04/2009;91;000365;1,39;1,39;15;01;16;4;35,71;00005;N
01;01;28311-16-16;BRIDA RECTA 3000 PSI;24/04/2009;91;000365;2;2;15;01;16;4;14,47;00010;N
01;01;9900-16;CASQUILLO R9 1";24/04/2009;91;000365;2;2;15;01;16;4;5,82;00015;N
01;01;3.53X31.34;TORICA NITRILO;24/04/2009;91;000365;2;2;15;01;16;4;2,66;00020;N
01;01;28614-16-16;BRIDA CAT RECTA;24/04/2009;91;000366;1;1;20;01;16;4;26,39;00005;N
01;01;28694-16-16;BRIDA CAT 90º;24/04/2009;91;000366;1;1;20;01;16;4;26,94;00010;N
01;01;9900-16;CASQUILLO R9 1";24/04/2009;91;000366;2;2;20;01;16;4;5,82;00015;N
01;01;4250-16;MANGUERA R12 1";24/04/2009;91;000366;1,79;1,79;20;01;16;4;35,71;00020;N
01;01;1P3703;RETEN;24/04/2009;91;000366;2;2;20;01;16;4;3,68;00025;N
01;01;3511-12;MANGUERA R2AT 3/4;24/04/2009;91;000367;2,1;2,1;15;01;16;4;15;00005;N
01;01;3300-12;CASQUILLO R1AT 3/4;24/04/2009;91;000367;2;2;15;01;16;4;2,13;00010;N
01;01;20541-12-12;ESPIGA 45º T.L. BSP 3/4;24/04/2009;91;000367;1;1;15;01;16;4;7,62;00015;N
01;01;22413-12-12;ESPIGA RECTA T.L. ORFS 3/4;24/04/2009;91;000367;1;1;15;01;16;4;6,68;00020;N
01;01;505.222;SIMKO 300 7X57.50X6;24/04/2009;91;000368;1;1;20;01;16;4;20,88;00005;N
01;01;RP037M30;ACEITE MOTOR 15 W 40;24/04/2009;92;000121;8;8;0;;;;1,6;00005;N
01;01;1105800;CAMISA C 2P8889;27/04/2009;92;000122;4;4;20;;0;0;67,85;00005;N
01;01;2S8959;ARANDELA PRECAMARA;27/04/2009;92;000122;4;4;20;;0;0;0,55;00010;N
01;01;2S8960;ARANDELA DE PRECAMARA 6.4;27/04/2009;92;000122;4;4;20;;0;0;0,5;00015;N
01;01;5M2667;ARANDELA PRECAMARA;27/04/2009;92;000122;4;4;20;;0;0;0,5;00020;N
01;01;5M6200;TORICA NITRILO;27/04/2009;92;000122;1;2;20;;0;0;2,39;00025;N
01;01;5P8768;JGO. GOMAS CAMISA;27/04/2009;92;000122;4;4;20;;0;0;3,69;00030;N
01;01;5P9415;KIT JUNTA CARTE;27/04/2009;92;000122;1;1;20;;0;0;19,36;00035;N
01;01;5S6795;PRECAMARA 3304-6;27/04/2009;92;000122;4;4;20;;0;0;13,9;00040;N
01;01;6V2246;KIT JUNTA CULATA;27/04/2009;92;000122;1;1;20;;0;0;176,56;00045;N
01;01;7S3206;TORICA PRECAMARA;27/04/2009;92;000122;4;4;20;;0;0;0,57;00050;N
01;01;8M1584;TOBERA;27/04/2009;92;000122;4;4;20;;0;0;16,04;00055;N
01;01;8S6045;LAMINA CAMISAS 0,18 MM.;27/04/2009;92;000122;4;4;20;;0;0;1,22;00060;N
01;01;8S6046;LAMINA CAMISAS 0,20 MM.;27/04/2009;92;000122;4;4;20;;0;0;1,01;00065;N
01;01;8S6047;LAMINA CAMISAS 0,23 MM.;27/04/2009;92;000122;4;4;20;;0;0;1,1;00070;N
01;01;8S6048;LAMINA CAMISAS 0,38 MM.;27/04/2009;92;000122;4;4;20;;0;0;1,31;00075;N
01;01;9S3068;JUEGO SEGMENTOS;27/04/2009;92;000122;4;4;20;;0;0;21,33;00080;N
01;01;1118010;TERMOSTATO  C 7N0208;27/04/2009;91;000369;1;1;20;01;16;4;27,6;00005;N
01;01;8N8796;TOBERA C 8N4694       CAT;27/04/2009;91;000369;4;4;20;01;16;4;36,58;00010;N
01;01;3300-10;CASQUILLO R1AT  5/8;27/04/2009;92;000123;2;2;15;;;;1,75;00005;N
01;01;3511-10;MANGUERA R2AT 5/8;27/04/2009;92;000123;0,65;0,65;15;;;;8,35;00010;N
01;01;20511-10-10;ESPIGA RECTA T.L. BSP 5/8;27/04/2009;92;000123;1;1;15;;;;2,54;00015;N
01;01;20541-10-10;ESPIGA 45º T.L.BSP 5/8;27/04/2009;92;000123;1;1;15;;;;7,2;00020;N
01;01;22493-08-08;ESPIGA 90º T.L. ORFS 1/2;27/04/2009;91;000370;1;1;20;01;16;4;5,7;00005;N
01;01;0116152007;CODO 90º 3/8  METRICO 18 -1.5 INOX;27/04/2009;91;000371;3;3;20;01;16;4;12,9;00005;N
01;01;1852-3751;TUBO 1 1/2" BSP ESPIGA RECTA Y 90º 1RAT;28/04/2009;91;000372;1;1;0;01;16;4;173,04;00005;N
01;01;638-24-32;ADAPTADOR MACHO-MACHO 1.1/2-2";28/04/2009;91;000372;1;1;0;01;16;4;26,68;00010;N
01;01;2230-06;MANGUERA R1AT 3/8;28/04/2009;91;000373;1,9;1,9;15;01;16;4;7,05;00005;N
01;01;3300-06;CASQUILLO R1AT R2AT;28/04/2009;91;000373;2;2;15;01;16;4;0,82;00010;N
01;01;22413-06-06;ESPIGA RECTA T.L. ORFS 3/8;28/04/2009;91;000373;2;2;15;01;16;4;2,42;00015;N
01;01;4738-B76;FILTRO ACEITE MOTOR     466634;28/04/2009;93;000069;6;6;20;01;16;4;9,4;00005;N
01;01;4738-BT364;FILTRO ACEITE MOTOR     4937-01174418;28/04/2009;93;000069;5;5;20;01;16;4;8,15;00010;N
01;01;3000-155;CASQUILLO CAMPANA;28/04/2009;92;000124;4;4;15;;;;0,6;00005;N
01;01;4900;MATERIAL VARIOS;28/04/2009;92;000124;1;1;0;;;;4;00010;N
01;01;9X8884;TORNILLO W. 5/8-11 X 5.1/4;28/04/2009;91;000374;1;1;15;01;16;4;4,56;00005;N
01;01;4K0367;TUERCA 5/8";28/04/2009;91;000374;1;1;15;01;16;4;0,60101;00010;N
01;01;22511-08-10;ESPIGA RECTA T.L. JIC 1/2-5/8;28/04/2009;91;000375;1;1;15;01;16;4;2,78;00005;N
01;01;3300-08;CASQUILLO R1AT 1/2;28/04/2009;91;000375;2;2;15;01;16;4;1,7;00010;N
01;01;10510-08-08;ESPIGA RECTA BSP 1/2-1/2;28/04/2009;91;000375;1;1;15;01;16;4;2,17;00015;N
01;01;3511-08;MANGUERA R2AT 1/2;28/04/2009;91;000375;1,96;1,96;15;01;16;4;10,09;00020;N
01;01;2.62X10.77;TORICA NITRILO;28/04/2009;92;000125;1;1;0;;;;1;00005;N
01;01;1.78X10.82;TORICA NITRILO;28/04/2009;92;000125;1;1;0;;;;0,97;00010;N
01;01;5.33X148.59;TORICA NITRILO;28/04/2009;91;000376;1;1;20;01;16;4;3,84047;00005;N
01;01;4900-50779685;VALVULA;28/04/2009;93;000070;2;2;0;01;16;4;950;00005;N
01;01;4797-5607035;RACOR RUSABLE TUBO 8.6;28/04/2009;91;000377;2;2;15;01;16;4;1,8375;00005;N
01;01;4797-5607036;MANGUITO REUSABLE TUBO 8.6;28/04/2009;91;000377;1;1;15;01;16;4;1,625;00010;N
01;01;4797-24162011;MANGUERA AIRTEC 20 BAR 8 X 6;28/04/2009;91;000377;8;8;15;01;16;4;9,1;00015;N
01;01;4738-BF988;FILTRO GASOIL     466987   /   4937-01181917;28/04/2009;91;000377;1;1;15;01;16;4;6,96;00020;N
01;01;4738-BF1280;FILTRO SEP. AG/GAS  161623;28/04/2009;91;000377;1;1;15;01;16;4;9,9;00025;N
01;01;638-04-06;ADAPTADOR MACHO-MACHO 1/4-3/8;29/04/2009;92;000126;1;1;15;;0;0;1,25;00005;N
01;01;662-06-08;HEMBRA FIJA DOBLE RECTA;29/04/2009;92;000126;1;1;15;;;;3,57;00010;N
01;01;697-8-8;ARANDELA METAL GOMA 1/2;29/04/2009;92;000126;1;1;15;;;;0,28;00015;N
01;01;697-6-6;ARANDELA METAL GOMA 3/8;29/04/2009;92;000126;1;1;15;;;;0,28;00020;N
01;01;3300-06;CASQUILLO R1AT R2AT;29/04/2009;91;000378;2;2;15;01;16;4;0,82;00005;N
01;01;3511-06;MANGUERA R2AT 3/8;29/04/2009;91;000378;1,3;1,3;0;01;16;4;8,44;00010;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;29/04/2009;91;000378;2;2;0;01;16;4;1,54;00015;N
01;01;10510-06-06;ESPIGA RECTA BSP 3/8;29/04/2009;91;000378;2;2;0;01;16;4;1,64;00020;N
01;01;697-6-6;ARANDELA METAL GOMA 3/8;29/04/2009;91;000378;2;2;0;01;16;4;0,28;00025;N
01;01;4738-B76;FILTRO ACEITE MOTOR     466634;29/04/2009;91;000379;1;1;20;01;16;4;9,4;00005;N
01;01;4738-BF7633;FILTRO GAS-OIL      1R0750;29/04/2009;91;000379;1;1;20;01;16;4;9,06;00010;N
01;01;4908-639-12-20;ABRAZADERA ZEBRA NIROSTA 12 MM.;29/04/2009;92;000127;6;6;20;;;;0,63106;00005;N
01;01;22413-06-08;ESPIGA RECTA T.L. ORFS 3/8;29/04/2009;91;000380;2;2;20;01;16;4;3,8;00005;N
01;01;3511-06;MANGUERA R2AT 3/8;29/04/2009;91;000381;0,35;0,35;15;01;16;4;8,44;00005;N
01;01;3300-06;CASQUILLO R1AT R2AT;29/04/2009;91;000381;2;2;15;01;16;4;0,82;00010;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;29/04/2009;91;000381;1;1;15;01;16;4;1,56;00015;N
01;01;20541-06-06;ESPIGA 45º T.L. BSP 3/8;29/04/2009;91;000381;1;1;15;01;16;4;2,7;00020;N
01;01;3511-06;MANGUERA R2AT 3/8;29/04/2009;91;000382;1,35;1,35;15;01;16;4;8,44;00005;N
01;01;3300-06;CASQUILLO R1AT R2AT;29/04/2009;91;000382;4;4;15;01;16;4;0,82;00010;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;29/04/2009;91;000382;4;4;15;01;16;4;1,78;00015;N
01;01;1663BF-94-1;BOMBA ENGRASE SERIE 90 1 KG;30/04/2009;91;000383;1;1;15;01;16;4;46,95;00005;N
01;01;4738-B262;FILTRO;30/04/2009;91;000383;1;1;15;01;16;4;8,71;00010;N
01;01;3511-05;MANGUERA R2AT 5/16;30/04/2009;91;000384;0,65;0,65;15;01;16;4;7,84;00005;N
01;01;3300-05;CASQUILLO R1AT 5/16;30/04/2009;91;000384;2;2;15;01;16;4;1,06;00010;N
01;01;21613-05-16;ESPIGA RECTA  T.L S.PESADA 5/16;30/04/2009;91;000384;1;1;15;01;16;4;5,96;00015;N
01;01;21613-05-18;ESPIGA RECTA T.L. S.PESADA 5/16;30/04/2009;91;000384;1;1;15;01;16;4;2,92;00020;N
01;01;3511-08;MANGUERA R2AT 1/2;30/04/2009;91;000385;0,4;0,4;15;01;16;4;9,91;00005;N
01;01;3300-08;CASQUILLO R1AT 1/2;30/04/2009;91;000385;2;2;15;01;16;4;1,26;00010;N
01;01;22511-08-08;ESPIGA RECTA T.L. JIC 1/2;30/04/2009;91;000385;2;2;15;01;16;4;1,9;00015;N
01;01;725-08-08;TAPON HEMBRA JIC;30/04/2009;91;000385;1;1;15;01;16;4;1,92324;00020;N
01;01;3511-06;MANGUERA R2AT 3/8;04/05/2009;91;000386;1,25;1,25;0;01;16;4;8,4;00005;N
01;01;3300-06;CASQUILLO R1AT R2AT;04/05/2009;91;000386;4;4;0;01;16;4;0,82;00010;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;04/05/2009;91;000386;2;2;0;01;16;4;1,23;00015;N
01;01;20541-06-06;ESPIGA 45º T.L. BSP 3/8;04/05/2009;91;000386;2;2;0;01;16;4;2,7;00020;N
01;01;4900;SOLADADURA DE TUBO;04/05/2009;91;000387;1;1;15;01;16;4;3;00005;N
01;01;09NRA4G/8;ENCHUFE RAPIDO HEMBRA MANG. 8;04/05/2009;91;000388;4;4;15;01;16;4;9,24;00005;N
01;01;09NRB4G/8;ENCHUFE RAPIDO MACHO-MANGUERA 8;04/05/2009;91;000388;4;4;15;01;16;4;1,75;00010;N
01;01;8E6359;ARANDELA;05/05/2009;91;000389;7;7;15;01;16;4;1,16;00005;N
01;01;4207-10-150X30;TORNILLO ACERO ALLEN;05/05/2009;91;000389;16;16;15;01;16;4;0,21;00010;N
01;01;4250-16;MANGUERA R12 1";05/05/2009;91;000389;1,4;1,4;15;01;16;4;35,61;00015;N
01;01;9900-16;CASQUILLO R9 1";05/05/2009;91;000389;4;4;15;01;16;4;5,82;00020;N
01;01;28311-16-16;BRIDA RECTA 3000 PSI;05/05/2009;91;000389;1;1;15;01;16;4;22,69;00025;N
01;01;28391-16-16;BRIDA 90º 3000 PSI;05/05/2009;91;000389;1;1;15;01;16;4;22,54;00030;N
01;01;3.53X32.92;TORICA NITRILO;05/05/2009;91;000389;2;2;15;01;16;4;2,2538;00035;N
01;01;3000-175;CASQUILLO CAMPANA;05/05/2009;91;000391;2;2;0;01;16;4;0,22;00005;N
01;01;4900;MANO OBRA;05/05/2009;91;000391;1;1;0;01;16;4;3;00010;N
01;01;3511-06;MANGUERA R2AT 3/8;05/05/2009;91;000391;6,2;6,2;0;01;16;4;8,4;00015;N
01;01;3300-06;CASQUILLO R1AT R2AT;05/05/2009;91;000391;4;4;0;01;16;4;0,82;00020;N
01;01;20511-06-06;ESPIGA RECTA T.L. BSP 3/8;05/05/2009;91;000391;2;2;0;01;16;4;1,65;00025;N
01;01;10510-06-06;ESPIGA RECTA BSP 3/8;05/05/2009;91;000391;2;2;0;01;16;4;1,47;00030;N
01;01;4250-12;MANGUERA R12 3/4;05/05/2009;91;000392;1;1;15;01;16;4;28,17;00005;N
01;01;9900-12;CASQUILLO R9 3/4;05/05/2009;91;000392;2;2;15;01;16;4;3,34;00010;N
01;01;22511-12-12;ESPIGA RECTA T.L. JIC 3/4-1-1/16;05/05/2009;91;000392;1;1;15;01;16;4;3,64;00015;N
01;01;22511-12-16;ESPIGA RECYTA T.L. JIC 3/4;05/05/2009;91;000392;1;1;15;01;16;4;5,95;00020;N
01;01;3.53X129.77;TORICA NITRILO;05/05/2009;91;000393;1;1;20;01;16;4;2,25;00005;N
01;01;4250-12;MANGUERA R12 3/4;05/05/2009;91;000394;0,4;0,4;20;01;16;4;28,17;00005;N
01;01;9900-12;CASQUILLO R9 3/4;05/05/2009;91;000394;2;2;20;01;16;4;3,34;00010;N
01;01;22413-12-12;ESPIGA RECTA T.L. ORFS 3/4;05/05/2009;91;000394;1;1;20;01;16;4;6,68;00015;N
01;01;22443-12-12;ESPIGA 45º T.L. ORFS 3/4;05/05/2009;91;000394;1;1;20;01;16;4;11,89;00020;N
01;01;1470-028304;TAPON MACHO ROSCA METRICA 14-150;05/05/2009;92;000128;1;1;20;;;;2,57;00005;N
01;01;4903-99900;KIT TEMPERATURA AGUA 12V;29/04/2009;91;000395;-1;-1;0;01;16;4;21,13;00005;N
01;01;4903-35210;TERMOCONTACTO TEMPERATURA;29/04/2009;91;000395;-1;-1;0;01;16;4;6,21;00010;N
01;01;4903-31020;TERMO-RESISTENCIA;29/04/2009;91;000395;1;1;0;01;16;4;5,55;00015;N
01;01;4903-99560;TERMOMETRO;29/04/2009;91;000395;1;1;0;01;16;4;19,87;00020;N
01;01;4908-639-12-20;ABRAZADERA ZEBRA NIROSTA 12 MM.;29/04/2009;91;000395;2;2;0;01;16;4;0,75;00025;N
01;01;4922-208013;ACEITE COMPRESOROS ESTER 1 LITRO;29/04/2009;91;000395;1;1;0;01;16;4;20,165;00030;N
01;01;09PREG4-M5;MICROREGULADOR;05/05/2009;91;000396;10;10;0;01;16;4;10,95;00005;N
01;01;09PCI6;RACOR CODO INTERMEDIO;05/05/2009;91;000396;5;5;0;01;16;4;2,16;00010;N
01;01;09PCI8;RACOR CODO INTERMEDIO;05/05/2009;91;000396;5;5;0;01;16;4;2,3;00015;N
01;01;09PDI8;UNION TUBO MINI;05/05/2009;91;000396;5;5;0;01;16;4;2,46;00020;N
01;01;09FDI6;TUBO-TUBO MICRO UNION 6;05/05/2009;91;000396;5;5;0;01;16;4;3,2;00025;N
01;01;09FTI6;INSTANTANEO T 6;05/05/2009;91;000396;4;4;0;01;16;4;4,56;00030;N
01;01;5.33X34.29;TORICA NITRILO;06/05/2009;92;000129;1;1;0;;;;2,48;00005;N
01;01;5.33X40.64;TORICA NITRILO;06/05/2009;92;000129;1;1;0;;;;1,65278;00010;N
01;01;3300-06;CASQUILLO R1AT R2AT;06/05/2009;92;000130;1;1;0;;;;1;00005;N
01;01;10510-06-06;ESPIGA RECTA BSP 3/8;06/05/2009;92;000130;1;1;0;;;;1,6;00010;N
01;01;1118010;TERMOSTATO  C 7N0208;06/05/2009;92;000131;1;1;20;;0;0;32,82;00005;N
01;01;3.53X32.92;TORICA NITRILO;06/05/2009;92;000131;2;2;20;;;;2,2538;00010;N
01;01;4F7391;TORICA NITRILO;06/05/2009;92;000131;2;2;20;;;;2,59637;00015;N
01;01;4738-BF970;FILTRO GASOIL    IF4737  P557440;06/05/2009;92;000131;1;1;20;;;;6,45;00020;N
01;01;4738-B76;FILTRO ACEITE MOTOR     466634;06/05/2009;92;000131;1;1;20;;;;9,4;00025;N
01;01;4738-RS3502;FILTRO AIRE 1º            6I2499;06/05/2009;92;000131;1;1;20;;;;42;00030;N
01;01;4738-RS3503;FILTRO AIRE 2º            6I2500;06/05/2009;92;000131;1;1;20;;;;28,32;00035;N
01;01;4908-549-216-25;ABRAZADERA ZEBRA NIROSTA 12 MM.;06/05/2009;92;000131;1;1;20;;;;0,90152;00040;N
01;01;4908-549-226-40;ABRAZADERA ZEBRA NIROSTA 12 MM.;06/05/2009;92;000131;1;1;20;;;;0,99167;00045;N
01;01;4900-AGUA-5;AGUA DESTILADA 5 LITROS;06/05/2009;92;000132;11;11;20;;;;2,16;00005;N
01;01;4270-16;MANGUERA 4SH 1";06/05/2009;91;000397;2,92;2,92;15;01;16;4;34,15;00005;N
01;01;9900-16;CASQUILLO R9 1";06/05/2009;91;000397;4;4;15;01;16;4;7,02;00010;N
01;01;27592-16-16;ESPIGA 90º TL MULTIESPIGA 1";06/05/2009;91;000397;1;1;15;01;16;4;16,54;00015;N
01;01;17510-16-16;ESPIGA RECTA JIC 1";06/05/2009;91;000397;1;1;15;01;16;4;12,63;00020;N
01;01;28611-16-16;BRIDA RECTA 6000 PSI;06/05/2009;91;000397;1;1;15;01;16;4;18,45;00025;N
01;01;28641-16-16;BRIDA 45º 6000 PSI;06/05/2009;91;000397;1;1;15;01;16;4;20,57;00030;N
01;01;3.53X32.92;TORICA NITRILO;06/05/2009;91;000397;2;2;15;01;16;4;2,2538;00035;N
01;01;2900-10;MANGUERA TELON LISO 5/8;07/05/2009;91;000398;0,42;0,42;20;01;16;4;28,12;00005;N
01;01;4900;MANO OBRA;07/05/2009;91;000398;1;1;20;01;16;4;6;00010;N
01;01;500-10;CASQUILLO TEFLON 5/8;07/05/2009;91;000398;2;2;20;01;16;4;1,72;00015;N
01;01;22413-08-08;ESPIGA RECTA T.L. ORFS 1/2;07/05/2009;91;000399;2;2;15;01;16;4;5,7;00005;N
01;01;3300-08;CASQUILLO R1AT 1/2;07/05/2009;91;000399;2;2;15;01;16;4;1,26;00010;N
01;01;3511-08;MANGUERA R2AT 1/2;07/05/2009;91;000399;0,37;0,37;15;01;16;4;10,4;00015;N
01;01;4903-096;BATERIA 70 AH +D;07/05/2009;91;000400;1;1;20;01;16;4;59,21;00005;N
01;01;3.53X12.29;TORICA NITRILO;07/05/2009;91;000401;1;1;20;01;16;4;1,71288;00005;N
01;01;3.53X10.69;TORICA NITRILO;07/05/2009;91;000401;1;1;20;01;16;4;1,6;00010;N
01;01;1.78X11.10;TORICA NITRILO;07/05/2009;91;000401;1;1;20;01;16;4;0,96162;00015;N
01;01;2X11;TORICA NITRILO;07/05/2009;91;000401;1;1;20;01;16;4;0,9;00020;N
01;01;498.121;JUNTA VASTAGO 30 X 38 X 6;08/05/2009;91;000403;1;1;20;01;16;4;11,95;00005;N
01;01;TCL4500;BOBINA MECANICO PASTA 2/CARAS LISA;08/05/2009;91;000404;2;2;15;01;16;4;11,25;00005;N
01;01;3000-175;CASQUILLO CAMPANA;08/05/2009;91;000405;2;2;15;01;16;4;0,22;00005;N
01;01;4900;MANO OBRA;08/05/2009;91;000405;1;1;15;01;16;4;4,5;00010;N
01;01;328410-25;TUBO METALICO DOBLE ENG. DIAM. 25X2;08/05/2009;91;000405;1;1;15;01;16;4;25,444;00015;N
01;01;4915-890-2;DESOXIDANTE ROST-OFF 300 ML.;08/05/2009;91;000406;1;1;15;01;16;4;9,95;00005;N
01;01;3.53X10.69;TORICA NITRILO;08/05/2009;91;000406;4;4;15;01;16;4;1,6;00010;N
01;01;RP027F30;ACEITE TRANSMISION TO-4 SAE 50;08/05/2009;91;000406;3;3;15;01;16;4;3,11;00015;N
01;01;4900-AGUA;AGUA FUERTE;08/05/2009;92;000133;12;12;0;;;;0,47;00005;N
01;01;4250-12;MANGUERA R12 3/4;18/05/2009;91;000407;1,37;1,37;15;01;16;4;28,7;00005;N
01;01;9900-12;CASQUILLO R9 3/4;18/05/2009;91;000407;2;2;15;01;16;4;3,34;00010;N
01;01;28391-12-12;BRIDA 90º 3000 PSI;18/05/2009;91;000407;1;1;15;01;16;4;23,26;00015;N
